system_id,receptor_name,g_protein_family,pocket_id,n_voxels,mean_freq,is_orthosteric,is_peptide_proximal,peptide_control,peptide_site_recovered,best_peptide_site_freq,location,zone_public_label,receptor_generic_numbers,pocket_record_status,pocket_record_reason,schema_version
Gi_6LML,Glucagon receptor,Gi,9.0,21.0,0.869,False,,False,,,receptor,membrane-facing,4.68x68,available_detected_pocket,,1.1
Gi_6LML,Glucagon receptor,Gi,0.0,18.0,0.879,False,,False,,,interface,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_6LML,Glucagon receptor,Gi,11.0,3.0,0.853,False,,False,,,receptor,extracellular vestibule,,available_detected_pocket,,1.1
Gi_6OSA,Neurotensin receptor type 1,Gi,3.0,1010.0,0.913,False,False,True,True,0.894,interface,intracellular/transducer interface,1.53x53;1.57x57;1.60x60;2.35x35;2.36x36;2.39x39;2.40x40;2.43x43;3.46x46;3.50x50;34.50x50;34.51x51;34.54x54;34.55x55;34.57x57;4.38x38;4.39x39;4.40x40;5.71x71;5.75x75;6.26x26;7.49x49;7.53x53;8.47x47;8.49x49;8.50x50;8.53x53,available_detected_pocket,,1.1
Gi_6OSA,Neurotensin receptor type 1,Gi,6.0,501.0,0.92,False,False,True,True,0.894,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_6OSA,Neurotensin receptor type 1,Gi,2.0,255.0,0.892,False,False,True,True,0.894,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_6OSA,Neurotensin receptor type 1,Gi,8.0,81.0,0.904,False,False,True,True,0.894,receptor,membrane-facing,2.35x35;2.38x38;2.42x42;3.49x49;3.52x52;34.53x53;34.56x56;34.57x57;4.38x38;4.39x39;4.40x40;4.41x41;4.42x42;4.43x43;4.44x44;4.45x45;4.46x46,available_detected_pocket,,1.1
Gi_6OSA,Neurotensin receptor type 1,Gi,4.0,51.0,0.879,False,False,True,True,0.894,receptor,membrane-facing,1.54x54;1.57x57;1.58x58;2.40x40;2.41x41;2.44x44;2.45x45;2.48x48,available_detected_pocket,,1.1
Gi_6OSA,Neurotensin receptor type 1,Gi,5.0,39.0,0.894,True,True,True,True,0.894,receptor,orthosteric,5.32x33;5.35x36;6.58x58,available_detected_pocket,,1.1
Gi_6OSA,Neurotensin receptor type 1,Gi,9.0,31.0,0.875,False,False,True,True,0.894,interface,intracellular/transducer interface,34.55x55;34.56x56;4.41x41,available_detected_pocket,,1.1
Gi_6OSA,Neurotensin receptor type 1,Gi,1.0,17.0,0.87,False,False,True,True,0.894,receptor,intracellular/transducer interface,6.25x25;6.28x28;6.29x29;6.32x32;7.56x56,available_detected_pocket,,1.1
Gi_6OSA,Neurotensin receptor type 1,Gi,7.0,11.0,0.86,False,False,True,True,0.894,receptor,membrane-facing,3.41x41;3.44x44;4.45x45;5.49x49,available_detected_pocket,,1.1
Gi_6OSA,Neurotensin receptor type 1,Gi,0.0,7.0,0.858,False,False,True,True,0.894,receptor,extracellular vestibule,1.36x36;1.39x39;1.40x40;2.58x57;2.62x61,available_detected_pocket,,1.1
Gi_6OSA,Neurotensin receptor type 1,Gi,10.0,5.0,0.858,False,False,True,True,0.894,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_6PT0,Cannabinoid receptor 2,Gi,0.0,539.0,0.938,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_6PT0,Cannabinoid receptor 2,Gi,2.0,506.0,0.904,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_6PT0,Cannabinoid receptor 2,Gi,1.0,360.0,0.911,False,,False,,,receptor,membrane-facing,2.49x49;2.50x50;2.53x53;2.57x57;2.60x60;2.61x61;2.64x64;2.65x65;3.25x25;3.28x28;3.29x29;3.30x30;3.32x32;3.33x33;3.34x34;3.35x35;3.36x36;3.39x39;3.40x40;3.43x43;5.39x39;5.43x43;5.51x51;5.54x54;5.55x55;5.56x56;5.57x57;5.58x58;5.59x59;5.60x60;5.62x62;6.37x37;6.40x40;6.41x41;6.44x44;6.48x48;6.51x51;6.52x52;6.55x55;7.35x34;7.38x37;7.39x38;7.42x41;7.43x42;7.45x45;7.46x46;7.49x49;7.53x53,available_detected_pocket,,1.1
Gi_6PT0,Cannabinoid receptor 2,Gi,5.0,200.0,0.886,False,,False,,,interface,intracellular/transducer interface,5.68x68;5.69x69;5.72x72;6.29x29,available_detected_pocket,,1.1
Gi_6PT0,Cannabinoid receptor 2,Gi,3.0,166.0,0.924,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_6PT0,Cannabinoid receptor 2,Gi,4.0,55.0,0.888,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_6PT0,Cannabinoid receptor 2,Gi,9.0,27.0,0.873,False,,False,,,interface,intracellular/transducer interface,3.54x54;34.50x50;34.51x51;5.68x68,available_detected_pocket,,1.1
Gi_6PT0,Cannabinoid receptor 2,Gi,6.0,21.0,0.876,False,,False,,,receptor,membrane-facing,3.37x37;3.38x38;3.40x40;3.41x41;3.42x42;3.45x45;4.45x45;4.48x48;4.49x49;4.50x50;4.52x52;4.53x53,available_detected_pocket,,1.1
Gi_6PT0,Cannabinoid receptor 2,Gi,8.0,12.0,0.863,False,,False,,,receptor,membrane-facing,5.44x44;5.46x46;5.47x47;5.48x48;5.49x49;5.51x51;6.48x48,available_detected_pocket,,1.1
Gi_6PT0,Cannabinoid receptor 2,Gi,7.0,9.0,0.864,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_6WWZ,C-C chemokine receptor type 6,Gi,2.0,771.0,0.937,False,,False,,,receptor,extracellular vestibule,1.27x27;1.28x28;1.29x29;1.30x30;1.31x31;1.32x32;1.33x33;1.35x35;1.36x36;1.39x39;2.46x46;2.47x47;2.50x50;2.53x53;2.57x57;2.60x60;2.61x61;2.62x62;2.63x63;2.64x64;2.65x65;2.66x66;2.67x67;23.49x49;3.28x28;3.29x29;3.30x30;3.32x32;3.33x33;3.34x34;3.35x35;3.36x36;3.37x37;3.39x39;3.43x43;4.57x57;4.60x61;4.64x65;45.51x51;45.52x52;5.35x36;5.39x40;5.42x43;5.46x461;5.47x47;6.48x48;6.51x51;6.52x52;6.54x54;6.55x55;6.58x58;6.59x59;7.28x27;7.29x28;7.31x30;7.32x31;7.33x32;7.35x34;7.38x37;7.39x38;7.40x39;7.42x41;7.43x42;7.45x45;7.46x46;7.47x47;7.49x49;7.50x50,available_detected_pocket,,1.1
Gi_6WWZ,C-C chemokine receptor type 6,Gi,7.0,622.0,0.911,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_6WWZ,C-C chemokine receptor type 6,Gi,0.0,539.0,0.92,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_6WWZ,C-C chemokine receptor type 6,Gi,3.0,345.0,0.914,False,,False,,,receptor,membrane-facing,1.53x53;1.57x57;12.49x49;12.50x50;12.51x51;2.37x37;2.38x38;2.39x39;2.40x40;2.42x42;2.43x43;3.44x44;3.45x45;3.48x48;3.49x49;3.50x50;3.52x52;3.53x53;34.50x50;34.52x52;34.53x53;34.54x54;34.55x55;34.56x56;4.41x41;4.45x45;7.49x49;7.50x50;7.51x51;7.52x52;7.53x53;7.54x54;7.55x55;8.47x47;8.49x49;8.50x50,available_detected_pocket,,1.1
Gi_6WWZ,C-C chemokine receptor type 6,Gi,5.0,192.0,0.933,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_6WWZ,C-C chemokine receptor type 6,Gi,1.0,116.0,0.9,False,,False,,,interface,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_6WWZ,C-C chemokine receptor type 6,Gi,9.0,37.0,0.896,False,,False,,,receptor,membrane-facing,5.54x54;5.55x55;5.57x57;5.58x58;5.59x59;5.60x60;5.62x62;5.63x63;6.38x38,available_detected_pocket,,1.1
Gi_6WWZ,C-C chemokine receptor type 6,Gi,8.0,32.0,0.864,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_6WWZ,C-C chemokine receptor type 6,Gi,4.0,13.0,0.864,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_6WWZ,C-C chemokine receptor type 6,Gi,6.0,13.0,0.865,False,,False,,,interface,intracellular/transducer interface,34.54x54,available_detected_pocket,,1.1
Gi_7CMV,D(3) dopamine receptor,Gi,10.0,648.0,0.908,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7CMV,D(3) dopamine receptor,Gi,0.0,600.0,0.944,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7CMV,D(3) dopamine receptor,Gi,5.0,365.0,0.923,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7CMV,D(3) dopamine receptor,Gi,12.0,347.0,0.916,False,,False,,,interface,intracellular/transducer interface,5.71x71;5.72x72;5.73x73;6.27x27;6.28x28,available_detected_pocket,,1.1
Gi_7CMV,D(3) dopamine receptor,Gi,6.0,143.0,0.929,False,,False,,,receptor,extracellular vestibule,3.32x32;3.33x33;3.36x36;3.37x37;3.40x40;4.56x56;45.50x50;45.51x51;45.52x52;5.38x39;5.39x40;5.42x43;5.43x44;5.46x461;6.48x48;6.51x51;6.52x52;6.55x55;7.35x34;7.39x38;7.42x41;7.43x42,available_detected_pocket,,1.1
Gi_7CMV,D(3) dopamine receptor,Gi,4.0,124.0,0.909,False,,False,,,interface,intracellular/transducer interface,12.49x49;12.50x50;2.37x37;2.38x38;2.39x39;2.40x40;2.43x43;3.50x50;4.38x38;4.41x41;7.53x53;8.47x47;8.49x49;8.50x50,available_detected_pocket,,1.1
Gi_7CMV,D(3) dopamine receptor,Gi,11.0,30.0,0.873,False,,False,,,receptor,membrane-facing,3.41x41;3.44x44;3.45x45;3.48x48;4.52x52;5.49x49;5.50x50;5.53x53,available_detected_pocket,,1.1
Gi_7CMV,D(3) dopamine receptor,Gi,2.0,21.0,0.869,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7CMV,D(3) dopamine receptor,Gi,7.0,21.0,0.865,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7CMV,D(3) dopamine receptor,Gi,1.0,18.0,0.869,False,,False,,,other,other,,available_detected_pocket,,1.1
Gi_7CMV,D(3) dopamine receptor,Gi,3.0,11.0,0.865,False,,False,,,interface,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7CMV,D(3) dopamine receptor,Gi,9.0,5.0,0.858,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7CMV,D(3) dopamine receptor,Gi,8.0,3.0,0.854,False,,False,,,interface,intracellular/transducer interface,8.47x47;8.48x48;8.49x49,available_detected_pocket,,1.1
Gi_7D77,Adhesion G protein-coupled receptor G3,Gi,4.0,496.0,0.935,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7D77,Adhesion G protein-coupled receptor G3,Gi,3.0,329.0,0.949,False,,False,,,receptor,membrane-facing,2.50x50;2.53x53;2.57x57;3.44x44;3.47x47;3.48x48;3.50x50;3.51x51;3.53x53;3.54x54;5.43x43;5.46x46;5.47x47;5.48x48;5.50x50;5.51x51;5.54x54;6.42x42;6.43x43;6.45x45;6.46x46;6.47x47;6.48x48;6.49x49;6.50x50;6.51x51;6.53x53;6.54x54;7.49x49;7.52x52;7.53x53;7.56x56,available_detected_pocket,,1.1
Gi_7D77,Adhesion G protein-coupled receptor G3,Gi,0.0,200.0,0.903,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7D77,Adhesion G protein-coupled receptor G3,Gi,6.0,171.0,0.913,False,,False,,,receptor,extracellular vestibule,2.60x60;2.64x64;2.67x67;3.36x36;3.40x40;45.51x51;45.52x52;5.35x36;5.39x39;5.40x40;6.56x56;6.57x57;7.42x41,available_detected_pocket,,1.1
Gi_7D77,Adhesion G protein-coupled receptor G3,Gi,2.0,115.0,0.895,False,,False,,,interface,intracellular/transducer interface,6.34x34;6.35x35;6.37x37;6.38x38,available_detected_pocket,,1.1
Gi_7D77,Adhesion G protein-coupled receptor G3,Gi,8.0,85.0,0.885,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7D77,Adhesion G protein-coupled receptor G3,Gi,1.0,67.0,0.879,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7D77,Adhesion G protein-coupled receptor G3,Gi,7.0,51.0,0.892,False,,False,,,interface,intracellular/transducer interface,2.44x44;2.45x45;2.46x46;2.47x47;3.53x53;3.56x56;3.57x57;4.41x42,available_detected_pocket,,1.1
Gi_7D77,Adhesion G protein-coupled receptor G3,Gi,5.0,7.0,0.863,False,,False,,,other,other,,available_detected_pocket,,1.1
Gi_7D77,Adhesion G protein-coupled receptor G3,Gi,9.0,3.0,0.852,False,,False,,,receptor,membrane-facing,3.48x48;5.49x49,available_detected_pocket,,1.1
Gi_7E2X,5-hydroxytryptamine receptor 1A,Gi,0.0,1345.0,0.909,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7E2X,5-hydroxytryptamine receptor 1A,Gi,4.0,747.0,0.94,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7E2X,5-hydroxytryptamine receptor 1A,Gi,5.0,442.0,0.934,False,,False,,,receptor,extracellular vestibule,2.49x49;2.50x50;2.53x53;2.57x56;2.58x57;2.61x60;2.62x61;2.64x63;2.65x64;3.28x28;3.29x29;3.32x32;3.33x33;3.36x36;3.37x37;3.39x39;3.40x40;45.52x52;5.38x39;5.39x40;5.42x43;5.43x44;5.46x461;5.47x47;6.48x48;6.51x51;6.52x52;6.54x54;6.55x55;6.56x56;6.59x59;7.35x34;7.36x35;7.38x37;7.39x38;7.40x39;7.41x40;7.42x41;7.43x42;7.44x43;7.45x45;7.46x46;7.49x49,available_detected_pocket,,1.1
Gi_7E2X,5-hydroxytryptamine receptor 1A,Gi,7.0,373.0,0.909,False,,False,,,interface,intracellular/transducer interface,5.70x70;5.71x71;5.72x72;5.73x73;6.15x15;6.18x18;6.19x19;6.21x21;6.22x22;6.23x23;6.25x25;6.29x29,available_detected_pocket,,1.1
Gi_7E2X,5-hydroxytryptamine receptor 1A,Gi,1.0,171.0,0.885,False,,False,,,interface,intracellular/transducer interface,12.48x48;12.49x49;34.53x53;34.54x54;34.55x55;34.56x56;34.57x57;4.38x38;4.39x39,available_detected_pocket,,1.1
Gi_7E2X,5-hydroxytryptamine receptor 1A,Gi,6.0,128.0,0.89,False,,False,,,interface,intracellular/transducer interface,2.37x37;2.39x39;2.40x40;2.43x43;3.46x46;3.49x49;3.50x50;3.53x53;34.53x53;34.54x54;34.57x57;6.32x32;6.40x40;7.52x52;7.53x53;7.56x56;8.47x47;8.48x48,available_detected_pocket,,1.1
Gi_7E2X,5-hydroxytryptamine receptor 1A,Gi,2.0,62.0,0.894,False,,False,,,receptor,extracellular vestibule,3.22x22;3.25x25;3.26x26;3.29x29;4.61x61;45.50x50;45.51x51;45.52x52;5.38x39,available_detected_pocket,,1.1
Gi_7E2X,5-hydroxytryptamine receptor 1A,Gi,3.0,9.0,0.853,False,,False,,,receptor,membrane-facing,3.41x41;3.44x44;3.48x48;5.53x53,available_detected_pocket,,1.1
Gi_7E32,5-hydroxytryptamine receptor 1D,Gi,4.0,636.0,0.941,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7E32,5-hydroxytryptamine receptor 1D,Gi,5.0,407.0,0.923,False,,False,,,receptor,extracellular vestibule,1.32x32;1.35x35;1.36x36;1.38x38;1.39x39;1.42x42;2.53x53;2.57x56;2.58x57;2.60x59;2.61x60;2.62x61;2.63x62;2.64x63;2.65x64;2.66x65;2.67x66;2.68x67;23.49x49;23.50x50;3.28x28;3.29x29;3.32x32;3.33x33;3.36x36;3.37x37;3.40x40;45.50x50;45.51x51;45.52x52;5.38x39;5.39x40;5.42x43;5.43x44;5.46x461;6.48x48;6.51x51;6.52x52;6.55x55;6.58x58;6.59x59;7.35x34;7.36x35;7.38x37;7.39x38;7.40x39;7.42x41;7.43x42;7.46x46,available_detected_pocket,,1.1
Gi_7E32,5-hydroxytryptamine receptor 1D,Gi,1.0,310.0,0.889,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7E32,5-hydroxytryptamine receptor 1D,Gi,7.0,289.0,0.901,False,,False,,,interface,intracellular/transducer interface,2.37x37;2.39x39;2.40x40;2.43x43;3.46x46;3.49x49;3.50x50;3.53x53;34.57x57;6.29x29;8.47x47;8.48x48;8.49x49,available_detected_pocket,,1.1
Gi_7E32,5-hydroxytryptamine receptor 1D,Gi,0.0,288.0,0.905,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7E32,5-hydroxytryptamine receptor 1D,Gi,6.0,208.0,0.91,False,,False,,,interface,intracellular/transducer interface,5.64x64;5.65x65;5.66x66;5.67x67;5.68x68;5.69x69;5.70x70;5.71x71;6.19x19;6.22x22;6.25x25;6.26x26;6.29x29;6.33x33,available_detected_pocket,,1.1
Gi_7E32,5-hydroxytryptamine receptor 1D,Gi,9.0,136.0,0.898,False,,False,,,interface,intracellular/transducer interface,1.59x59;1.60x60;12.48x48;12.49x49;12.50x50;8.49x49,available_detected_pocket,,1.1
Gi_7E32,5-hydroxytryptamine receptor 1D,Gi,10.0,34.0,0.875,False,,False,,,other,other,,available_detected_pocket,,1.1
Gi_7E32,5-hydroxytryptamine receptor 1D,Gi,8.0,33.0,0.886,False,,False,,,other,other,,available_detected_pocket,,1.1
Gi_7E32,5-hydroxytryptamine receptor 1D,Gi,2.0,5.0,0.862,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7E32,5-hydroxytryptamine receptor 1D,Gi,3.0,3.0,0.862,False,,False,,,receptor,membrane-facing,34.54x54;34.55x55;34.57x57;4.38x38,available_detected_pocket,,1.1
Gi_7E33,5-hydroxytryptamine receptor 1E,Gi,1.0,629.0,0.93,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7E33,5-hydroxytryptamine receptor 1E,Gi,7.0,562.0,0.914,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7E33,5-hydroxytryptamine receptor 1E,Gi,3.0,385.0,0.932,False,,False,,,receptor,extracellular vestibule,2.64x63;3.26x26;3.29x29;3.32x32;3.33x33;3.36x36;3.37x37;3.40x40;4.57x57;4.60x60;4.61x61;45.51x51;45.52x52;5.38x39;5.39x40;5.42x43;5.43x44;5.44x45;5.46x461;5.47x47;6.48x48;6.51x51;6.52x52;6.54x54;6.55x55;6.56x56;6.58x58;6.59x59;7.31x30;7.32x31;7.34x33;7.35x34;7.36x35;7.38x37;7.39x38;7.40x39;7.42x41;7.43x42,available_detected_pocket,,1.1
Gi_7E33,5-hydroxytryptamine receptor 1E,Gi,0.0,246.0,0.914,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7E33,5-hydroxytryptamine receptor 1E,Gi,6.0,106.0,0.907,False,,False,,,interface,intracellular/transducer interface,12.49x49;12.50x50;2.37x37;2.39x39;2.40x40;2.43x43;3.46x46;3.49x49;3.50x50;3.51x51;3.53x53;3.54x54;34.57x57;7.53x53;8.47x47;8.50x50,available_detected_pocket,,1.1
Gi_7E33,5-hydroxytryptamine receptor 1E,Gi,8.0,79.0,0.882,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7E33,5-hydroxytryptamine receptor 1E,Gi,9.0,74.0,0.894,False,,False,,,receptor,extracellular vestibule,1.35x35;1.39x39;2.65x64;7.33x32;7.36x35;7.37x36;7.40x39,available_detected_pocket,,1.1
Gi_7E33,5-hydroxytryptamine receptor 1E,Gi,5.0,63.0,0.895,False,,False,,,receptor,membrane-facing,3.48x48;3.49x49;3.52x52;34.53x53;34.56x56;34.57x57;4.38x38;4.41x41;4.42x42;4.44x44;4.45x45,available_detected_pocket,,1.1
Gi_7E33,5-hydroxytryptamine receptor 1E,Gi,10.0,60.0,0.889,False,,False,,,interface,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7E33,5-hydroxytryptamine receptor 1E,Gi,4.0,40.0,0.884,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7E33,5-hydroxytryptamine receptor 1E,Gi,2.0,7.0,0.868,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7E33,5-hydroxytryptamine receptor 1E,Gi,11.0,7.0,0.864,False,,False,,,interface,intracellular/transducer interface,6.29x29,available_detected_pocket,,1.1
Gi_7EJX,G protein-coupled receptor 88,Gi,0.0,732.0,0.945,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7EJX,G protein-coupled receptor 88,Gi,1.0,331.0,0.917,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7EJX,G protein-coupled receptor 88,Gi,6.0,258.0,0.907,False,,False,,,interface,intracellular/transducer interface,12.50x50;12.51x51;2.37x37;2.39x39;2.40x40;2.43x43;3.53x53;3.54x54;3.55x55;3.56x56;34.50x50;34.53x53;5.64x64;5.67x67;5.68x68;8.47x47;8.48x48;8.49x49;8.50x50,available_detected_pocket,,1.1
Gi_7EJX,G protein-coupled receptor 88,Gi,7.0,229.0,0.927,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7EJX,G protein-coupled receptor 88,Gi,4.0,178.0,0.904,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7EJX,G protein-coupled receptor 88,Gi,2.0,153.0,0.889,False,,False,,,interface,intracellular/transducer interface,8.48x48;8.51x51,available_detected_pocket,,1.1
Gi_7EJX,G protein-coupled receptor 88,Gi,5.0,120.0,0.916,False,,False,,,interface,intracellular/transducer interface,5.61x61;5.65x65;6.34x34;6.35x35;6.36x36;6.37x37;6.38x38,available_detected_pocket,,1.1
Gi_7EJX,G protein-coupled receptor 88,Gi,10.0,29.0,0.865,False,,False,,,receptor,extracellular vestibule,3.36x36;3.40x40;4.56x56;5.43x44;5.46x461;5.47x47;6.51x51;6.55x55;7.38x37;7.39x38,available_detected_pocket,,1.1
Gi_7EJX,G protein-coupled receptor 88,Gi,8.0,23.0,0.905,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7EJX,G protein-coupled receptor 88,Gi,11.0,22.0,0.865,False,,False,,,receptor,extracellular vestibule,6.58x58;7.31x30;7.35x34,available_detected_pocket,,1.1
Gi_7EJX,G protein-coupled receptor 88,Gi,3.0,18.0,0.864,False,,False,,,interface,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7EJX,G protein-coupled receptor 88,Gi,9.0,13.0,0.868,False,,False,,,receptor,extracellular vestibule,3.29x29;3.30x30;3.32x32,available_detected_pocket,,1.1
Gi_7EW1,Sphingosine 1-phosphate receptor 5,Gi,0.0,606.0,0.938,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7EW1,Sphingosine 1-phosphate receptor 5,Gi,6.0,555.0,0.946,False,,False,,,receptor,extracellular vestibule,2.57x57;2.60x60;2.61x61;2.64x64;23.47x47;23.50x50;3.25x25;3.28x28;3.29x29;3.30x30;3.31x31;3.32x32;3.33x33;3.34x34;3.36x36;3.37x37;3.40x40;3.41x41;4.56x56;5.39x39;5.40x40;5.42x42;5.43x43;5.44x44;5.45x45;5.46x46;5.47x47;5.48x48;5.50x50;5.51x51;6.48x48;6.51x51;6.52x52;6.54x54;6.55x55;7.32x31;7.35x34;7.36x35;7.39x38,available_detected_pocket,,1.1
Gi_7EW1,Sphingosine 1-phosphate receptor 5,Gi,2.0,215.0,0.934,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7EW1,Sphingosine 1-phosphate receptor 5,Gi,10.0,188.0,0.901,False,,False,,,interface,intracellular/transducer interface,6.30x30,available_detected_pocket,,1.1
Gi_7EW1,Sphingosine 1-phosphate receptor 5,Gi,8.0,95.0,0.897,False,,False,,,interface,intracellular/transducer interface,2.37x37;2.38x38;2.39x39;2.40x40;3.50x50;3.53x53,available_detected_pocket,,1.1
