system_id,g_protein_family,g_protein_family_label,interface,mean,ci_lo,ci_hi,n_replicas,replica_1,replica_2,replica_3,unit
Gs_8HJ2,Gs,Gs,TM6-TM7,0.378,0.155,0.765,3,0.155,0.765,0.215,fraction
Gs_8HJ2,Gs,Gs,TM7-TM1,0.572,0.5,0.625,3,0.625,0.59,0.5,fraction
Gs_8HTI,Gs,Gs,TM1-TM2,0.04,0.015,0.085,3,0.085,0.02,0.015,fraction
Gs_8HTI,Gs,Gs,TM2-TM3,0.095,0.0,0.195,3,0.09,0.0,0.195,fraction
Gs_8HTI,Gs,Gs,TM3-TM4,0.647,0.535,0.72,3,0.685,0.72,0.535,fraction
Gs_8HTI,Gs,Gs,TM4-TM5,0.047,0.02,0.075,3,0.075,0.02,0.045,fraction
Gs_8HTI,Gs,Gs,TM5-TM6,0.825,0.655,0.93,3,0.93,0.89,0.655,fraction
Gs_8HTI,Gs,Gs,TM6-TM7,0.508,0.145,0.795,3,0.585,0.145,0.795,fraction
Gs_8HTI,Gs,Gs,TM7-TM1,0.513,0.325,0.78,3,0.78,0.325,0.435,fraction
Gs_8I2G,Gs,Gs,TM1-TM2,0.043,0.005,0.085,3,0.085,0.04,0.005,fraction
Gs_8I2G,Gs,Gs,TM2-TM3,0.053,0.0,0.13,3,0.0,0.13,0.03,fraction
Gs_8I2G,Gs,Gs,TM3-TM4,0.498,0.395,0.555,3,0.545,0.395,0.555,fraction
Gs_8I2G,Gs,Gs,TM4-TM5,0.403,0.24,0.51,3,0.24,0.46,0.51,fraction
Gs_8I2G,Gs,Gs,TM5-TM6,0.095,0.085,0.1,3,0.1,0.085,0.1,fraction
Gs_8I2G,Gs,Gs,TM6-TM7,0.875,0.76,0.965,3,0.76,0.965,0.9,fraction
Gs_8I2G,Gs,Gs,TM7-TM1,0.11,0.01,0.165,3,0.155,0.165,0.01,fraction
Gs_8INR,Gs,Gs,TM1-TM2,0.565,0.32,0.76,3,0.615,0.76,0.32,fraction
Gs_8INR,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_8INR,Gs,Gs,TM3-TM4,0.128,0.09,0.15,3,0.145,0.09,0.15,fraction
Gs_8INR,Gs,Gs,TM4-TM5,0.258,0.235,0.28,3,0.235,0.26,0.28,fraction
Gs_8INR,Gs,Gs,TM5-TM6,0.06,0.005,0.125,3,0.05,0.005,0.125,fraction
Gs_8INR,Gs,Gs,TM6-TM7,0.06,0.04,0.095,3,0.045,0.04,0.095,fraction
Gs_8INR,Gs,Gs,TM7-TM1,0.685,0.455,0.885,3,0.715,0.885,0.455,fraction
Gs_8IOC,Gs,Gs,TM1-TM2,0.285,0.275,0.3,3,0.275,0.28,0.3,fraction
Gs_8IOC,Gs,Gs,TM2-TM3,0.053,0.0,0.095,3,0.065,0.095,0.0,fraction
Gs_8IOC,Gs,Gs,TM3-TM4,0.59,0.58,0.6,3,0.58,0.6,0.59,fraction
Gs_8IOC,Gs,Gs,TM4-TM5,0.49,0.42,0.55,3,0.42,0.5,0.55,fraction
Gs_8IOC,Gs,Gs,TM5-TM6,0.327,0.1,0.465,3,0.1,0.415,0.465,fraction
Gs_8IOC,Gs,Gs,TM6-TM7,0.162,0.14,0.195,3,0.14,0.195,0.15,fraction
Gs_8IOC,Gs,Gs,TM7-TM1,0.563,0.535,0.61,3,0.535,0.61,0.545,fraction
Gs_8IRV,Gs,Gs,TM1-TM2,0.292,0.225,0.345,3,0.305,0.345,0.225,fraction
Gs_8IRV,Gs,Gs,TM2-TM3,0.002,0.0,0.005,3,0.0,0.0,0.005,fraction
Gs_8IRV,Gs,Gs,TM3-TM4,0.717,0.65,0.79,3,0.79,0.71,0.65,fraction
Gs_8IRV,Gs,Gs,TM4-TM5,0.102,0.075,0.135,3,0.135,0.075,0.095,fraction
Gs_8IRV,Gs,Gs,TM5-TM6,0.175,0.155,0.21,3,0.16,0.155,0.21,fraction
Gs_8IRV,Gs,Gs,TM6-TM7,0.022,0.015,0.03,3,0.02,0.015,0.03,fraction
Gs_8IRV,Gs,Gs,TM7-TM1,0.585,0.54,0.62,3,0.54,0.595,0.62,fraction
Gs_8JPP,Gs,Gs,TM1-TM2,0.47,0.055,0.745,3,0.61,0.745,0.055,fraction
Gs_8JPP,Gs,Gs,TM2-TM3,0.002,0.0,0.005,3,0.0,0.0,0.005,fraction
Gs_8JPP,Gs,Gs,TM3-TM4,0.872,0.785,0.925,3,0.785,0.925,0.905,fraction
Gs_8JPP,Gs,Gs,TM4-TM5,0.555,0.475,0.65,3,0.475,0.65,0.54,fraction
Gs_8JPP,Gs,Gs,TM5-TM6,0.022,0.005,0.055,3,0.005,0.005,0.055,fraction
Gs_8JPP,Gs,Gs,TM6-TM7,0.038,0.005,0.085,3,0.005,0.085,0.025,fraction
Gs_8JPP,Gs,Gs,TM7-TM1,0.918,0.8,0.985,3,0.97,0.985,0.8,fraction
Gs_8KGK,Gs,Gs,TM1-TM2,0.325,0.02,0.58,3,0.375,0.02,0.58,fraction
Gs_8KGK,Gs,Gs,TM2-TM3,0.097,0.0,0.29,3,0.29,0.0,0.0,fraction
Gs_8KGK,Gs,Gs,TM3-TM4,0.365,0.16,0.515,3,0.515,0.42,0.16,fraction
Gs_8KGK,Gs,Gs,TM4-TM5,0.343,0.22,0.47,3,0.47,0.34,0.22,fraction
Gs_8KGK,Gs,Gs,TM5-TM6,0.053,0.025,0.11,3,0.025,0.025,0.11,fraction
Gs_8KGK,Gs,Gs,TM6-TM7,0.238,0.13,0.35,3,0.13,0.35,0.235,fraction
Gs_8KGK,Gs,Gs,TM7-TM1,0.807,0.72,0.95,3,0.75,0.72,0.95,fraction
Gs_8KH5,Gs,Gs,TM1-TM2,0.038,0.005,0.095,3,0.015,0.005,0.095,fraction
Gs_8KH5,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_8KH5,Gs,Gs,TM3-TM4,0.783,0.67,0.845,3,0.835,0.845,0.67,fraction
Gs_8KH5,Gs,Gs,TM4-TM5,0.337,0.21,0.515,3,0.21,0.285,0.515,fraction
Gs_8KH5,Gs,Gs,TM5-TM6,0.413,0.13,0.8,3,0.31,0.13,0.8,fraction
Gs_8KH5,Gs,Gs,TM6-TM7,0.023,0.005,0.035,3,0.03,0.035,0.005,fraction
Gs_8KH5,Gs,Gs,TM7-TM1,0.667,0.58,0.77,3,0.65,0.58,0.77,fraction
Gs_8SMV,Gs,Gs,TM1-TM2,0.135,0.0,0.38,3,0.025,0.0,0.38,fraction
Gs_8SMV,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_8SMV,Gs,Gs,TM3-TM4,0.162,0.14,0.185,3,0.14,0.16,0.185,fraction
Gs_8SMV,Gs,Gs,TM4-TM5,0.033,0.015,0.065,3,0.015,0.02,0.065,fraction
Gs_8SMV,Gs,Gs,TM5-TM6,0.232,0.03,0.5,3,0.03,0.5,0.165,fraction
Gs_8SMV,Gs,Gs,TM6-TM7,0.09,0.035,0.175,3,0.035,0.06,0.175,fraction
Gs_8SMV,Gs,Gs,TM7-TM1,0.43,0.36,0.515,3,0.415,0.36,0.515,fraction
Gs_8U8F,Gs,Gs,TM1-TM2,0.125,0.055,0.26,3,0.06,0.26,0.055,fraction
Gs_8U8F,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_8U8F,Gs,Gs,TM3-TM4,0.862,0.835,0.905,3,0.905,0.835,0.845,fraction
Gs_8U8F,Gs,Gs,TM4-TM5,0.557,0.47,0.65,3,0.65,0.47,0.55,fraction
Gs_8U8F,Gs,Gs,TM5-TM6,0.175,0.125,0.22,3,0.22,0.125,0.18,fraction
Gs_8U8F,Gs,Gs,TM6-TM7,0.167,0.085,0.26,3,0.26,0.155,0.085,fraction
Gs_8U8F,Gs,Gs,TM7-TM1,0.122,0.08,0.145,3,0.145,0.14,0.08,fraction
Gs_8W87,Gs,Gs,TM1-TM2,0.01,0.0,0.025,3,0.0,0.005,0.025,fraction
Gs_8W87,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_8W87,Gs,Gs,TM3-TM4,0.327,0.305,0.365,3,0.305,0.365,0.31,fraction
Gs_8W87,Gs,Gs,TM4-TM5,0.063,0.035,0.085,3,0.085,0.035,0.07,fraction
Gs_8W87,Gs,Gs,TM5-TM6,0.302,0.25,0.365,3,0.25,0.365,0.29,fraction
Gs_8W87,Gs,Gs,TM6-TM7,0.04,0.005,0.095,3,0.02,0.095,0.005,fraction
Gs_8W87,Gs,Gs,TM7-TM1,0.447,0.325,0.645,3,0.325,0.645,0.37,fraction
Gs_8W8Q,Gs,Gs,TM1-TM2,0.23,0.13,0.33,3,0.33,0.13,0.23,fraction
Gs_8W8Q,Gs,Gs,TM2-TM3,0.002,0.0,0.005,3,0.0,0.005,0.0,fraction
Gs_8W8Q,Gs,Gs,TM3-TM4,0.365,0.325,0.42,3,0.42,0.325,0.35,fraction
Gs_8W8Q,Gs,Gs,TM4-TM5,0.16,0.1,0.215,3,0.215,0.165,0.1,fraction
Gs_8W8Q,Gs,Gs,TM5-TM6,0.395,0.31,0.555,3,0.31,0.32,0.555,fraction
Gs_8W8Q,Gs,Gs,TM6-TM7,0.142,0.03,0.345,3,0.03,0.345,0.05,fraction
Gs_8W8Q,Gs,Gs,TM7-TM1,0.812,0.78,0.865,3,0.79,0.865,0.78,fraction
Gs_8WJX,Gs,Gs,TM1-TM2,0.033,0.0,0.085,3,0.085,0.0,0.015,fraction
Gs_8WJX,Gs,Gs,TM2-TM3,0.002,0.0,0.005,3,0.0,0.0,0.005,fraction
Gs_8WJX,Gs,Gs,TM3-TM4,0.47,0.405,0.52,3,0.52,0.405,0.485,fraction
Gs_8WJX,Gs,Gs,TM4-TM5,0.067,0.06,0.075,3,0.06,0.065,0.075,fraction
Gs_8WJX,Gs,Gs,TM5-TM6,0.065,0.045,0.08,3,0.08,0.045,0.07,fraction
Gs_8WJX,Gs,Gs,TM6-TM7,0.053,0.0,0.155,3,0.005,0.155,0.0,fraction
Gs_8WJX,Gs,Gs,TM7-TM1,0.128,0.1,0.16,3,0.16,0.1,0.125,fraction
Gs_8X79,Gs,Gs,TM1-TM2,0.002,0.0,0.005,3,0.0,0.005,0.0,fraction
Gs_8X79,Gs,Gs,TM2-TM3,0.005,0.0,0.01,3,0.01,0.0,0.005,fraction
Gs_8X79,Gs,Gs,TM3-TM4,0.4,0.34,0.445,3,0.34,0.415,0.445,fraction
Gs_8X79,Gs,Gs,TM4-TM5,0.09,0.085,0.095,3,0.085,0.09,0.095,fraction
Gs_8X79,Gs,Gs,TM5-TM6,0.202,0.18,0.23,3,0.18,0.23,0.195,fraction
Gs_8X79,Gs,Gs,TM6-TM7,0.025,0.0,0.075,3,0.075,0.0,0.0,fraction
Gs_8X79,Gs,Gs,TM7-TM1,0.413,0.345,0.48,3,0.415,0.345,0.48,fraction
Gs_8XVI,Gs,Gs,TM1-TM2,0.39,0.165,0.585,3,0.585,0.165,0.42,fraction
Gs_8XVI,Gs,Gs,TM2-TM3,0.002,0.0,0.005,3,0.0,0.005,0.0,fraction
Gs_8XVI,Gs,Gs,TM3-TM4,0.29,0.205,0.435,3,0.435,0.23,0.205,fraction
Gs_8XVI,Gs,Gs,TM4-TM5,0.263,0.145,0.385,3,0.385,0.145,0.26,fraction
Gs_8XVI,Gs,Gs,TM5-TM6,0.045,0.02,0.09,3,0.025,0.02,0.09,fraction
Gs_8XVI,Gs,Gs,TM6-TM7,0.057,0.045,0.065,3,0.06,0.065,0.045,fraction
Gs_8XVI,Gs,Gs,TM7-TM1,0.68,0.67,0.695,3,0.675,0.67,0.695,fraction
Gs_8YN2,Gs,Gs,TM1-TM2,0.045,0.025,0.08,3,0.08,0.03,0.025,fraction
Gs_8YN2,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_8YN2,Gs,Gs,TM3-TM4,0.57,0.49,0.68,3,0.68,0.49,0.54,fraction
Gs_8YN2,Gs,Gs,TM4-TM5,0.185,0.155,0.245,3,0.245,0.155,0.155,fraction
Gs_8YN2,Gs,Gs,TM5-TM6,0.173,0.15,0.19,3,0.19,0.15,0.18,fraction
Gs_8YN2,Gs,Gs,TM6-TM7,0.013,0.01,0.02,3,0.01,0.02,0.01,fraction
Gs_8YN2,Gs,Gs,TM7-TM1,0.197,0.11,0.305,3,0.11,0.305,0.175,fraction
Gs_8YUT,Gs,Gs,TM1-TM2,0.133,0.11,0.16,3,0.13,0.16,0.11,fraction
Gs_8YUT,Gs,Gs,TM2-TM3,0.002,0.0,0.005,3,0.005,0.0,0.0,fraction
Gs_8YUT,Gs,Gs,TM3-TM4,0.608,0.535,0.72,3,0.535,0.57,0.72,fraction
Gs_8YUT,Gs,Gs,TM4-TM5,0.04,0.025,0.05,3,0.05,0.045,0.025,fraction
Gs_8YUT,Gs,Gs,TM5-TM6,0.165,0.11,0.265,3,0.11,0.265,0.12,fraction
Gs_8YUT,Gs,Gs,TM6-TM7,0.203,0.13,0.31,3,0.31,0.17,0.13,fraction
Gs_8YUT,Gs,Gs,TM7-TM1,0.423,0.34,0.505,3,0.505,0.34,0.425,fraction
Gs_8YUV,Gs,Gs,TM1-TM2,0.208,0.015,0.555,3,0.555,0.015,0.055,fraction
Gs_8YUV,Gs,Gs,TM2-TM3,0.002,0.0,0.005,3,0.0,0.0,0.005,fraction
Gs_8YUV,Gs,Gs,TM3-TM4,0.68,0.515,0.82,3,0.705,0.515,0.82,fraction
Gs_8YUV,Gs,Gs,TM4-TM5,0.172,0.125,0.265,3,0.125,0.125,0.265,fraction
Gs_8YUV,Gs,Gs,TM5-TM6,0.393,0.165,0.645,3,0.165,0.645,0.37,fraction
Gs_8YUV,Gs,Gs,TM6-TM7,0.158,0.045,0.31,3,0.045,0.12,0.31,fraction
Gs_8YUV,Gs,Gs,TM7-TM1,0.745,0.62,0.85,3,0.765,0.85,0.62,fraction
Gs_9BLC,Gs,Gs,TM1-TM2,0.003,0.0,0.01,3,0.0,0.0,0.01,fraction
Gs_9BLC,Gs,Gs,TM2-TM3,0.002,0.0,0.005,3,0.0,0.005,0.0,fraction
Gs_9BLC,Gs,Gs,TM3-TM4,0.313,0.225,0.45,3,0.45,0.225,0.265,fraction
Gs_9BLC,Gs,Gs,TM4-TM5,0.002,0.0,0.005,3,0.005,0.0,0.0,fraction
Gs_9BLC,Gs,Gs,TM5-TM6,0.143,0.105,0.195,3,0.105,0.13,0.195,fraction
Gs_9BLC,Gs,Gs,TM6-TM7,0.33,0.195,0.49,3,0.49,0.195,0.305,fraction
Gs_9BLC,Gs,Gs,TM7-TM1,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_6OIJ,Gq,Gq/11,TM1-TM2,0.19,0.005,0.545,3,0.545,0.02,0.005,fraction
Gq_6OIJ,Gq,Gq/11,TM2-TM3,0.018,0.0,0.045,3,0.045,0.0,0.01,fraction
Gq_6OIJ,Gq,Gq/11,TM3-TM4,0.675,0.66,0.685,3,0.68,0.66,0.685,fraction
Gq_6OIJ,Gq,Gq/11,TM4-TM5,0.208,0.09,0.3,3,0.09,0.3,0.235,fraction
Gq_6OIJ,Gq,Gq/11,TM5-TM6,0.165,0.105,0.24,3,0.24,0.105,0.15,fraction
Gq_6OIJ,Gq,Gq/11,TM6-TM7,0.158,0.035,0.225,3,0.215,0.225,0.035,fraction
Gq_6OIJ,Gq,Gq/11,TM7-TM1,0.705,0.575,0.895,3,0.895,0.645,0.575,fraction
Gq_7DFL,Gq,Gq/11,TM1-TM2,0.147,0.09,0.235,3,0.09,0.235,0.115,fraction
Gq_7DFL,Gq,Gq/11,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_7DFL,Gq,Gq/11,TM3-TM4,0.267,0.2,0.315,3,0.315,0.285,0.2,fraction
Gq_7DFL,Gq,Gq/11,TM4-TM5,0.068,0.03,0.13,3,0.13,0.045,0.03,fraction
Gq_7DFL,Gq,Gq/11,TM5-TM6,0.11,0.02,0.185,3,0.02,0.125,0.185,fraction
Gq_7DFL,Gq,Gq/11,TM6-TM7,0.047,0.045,0.05,3,0.05,0.045,0.045,fraction
Gq_7DFL,Gq,Gq/11,TM7-TM1,0.35,0.305,0.43,3,0.305,0.43,0.315,fraction
Gq_7EIB,Gq,Gq/11,TM1-TM2,0.037,0.0,0.095,3,0.095,0.015,0.0,fraction
Gq_7EIB,Gq,Gq/11,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_7EIB,Gq,Gq/11,TM3-TM4,0.812,0.765,0.84,3,0.83,0.765,0.84,fraction
Gq_7EIB,Gq,Gq/11,TM4-TM5,0.168,0.085,0.225,3,0.085,0.225,0.195,fraction
Gq_7EIB,Gq,Gq/11,TM5-TM6,0.28,0.065,0.395,3,0.395,0.065,0.38,fraction
Gq_7EIB,Gq,Gq/11,TM6-TM7,0.008,0.0,0.02,3,0.005,0.02,0.0,fraction
Gq_7EIB,Gq,Gq/11,TM7-TM1,0.23,0.205,0.255,3,0.255,0.23,0.205,fraction
Gq_7EZM,Gq,Gq/11,TM1-TM2,0.54,0.465,0.585,3,0.585,0.57,0.465,fraction
Gq_7EZM,Gq,Gq/11,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_7EZM,Gq,Gq/11,TM3-TM4,0.38,0.31,0.465,3,0.31,0.365,0.465,fraction
Gq_7EZM,Gq,Gq/11,TM4-TM5,0.075,0.04,0.125,3,0.06,0.125,0.04,fraction
Gq_7EZM,Gq,Gq/11,TM5-TM6,0.303,0.145,0.505,3,0.145,0.505,0.26,fraction
Gq_7EZM,Gq,Gq/11,TM6-TM7,0.06,0.02,0.125,3,0.035,0.125,0.02,fraction
Gq_7EZM,Gq,Gq/11,TM7-TM1,0.563,0.365,0.695,3,0.365,0.63,0.695,fraction
Gq_7F2O,Gq,Gq/11,TM1-TM2,0.142,0.005,0.37,3,0.05,0.005,0.37,fraction
Gq_7F2O,Gq,Gq/11,TM2-TM3,0.012,0.0,0.03,3,0.0,0.005,0.03,fraction
Gq_7F2O,Gq,Gq/11,TM3-TM4,0.722,0.625,0.79,3,0.625,0.75,0.79,fraction
Gq_7F2O,Gq,Gq/11,TM4-TM5,0.308,0.23,0.4,3,0.23,0.4,0.295,fraction
Gq_7F2O,Gq,Gq/11,TM5-TM6,0.235,0.165,0.305,3,0.305,0.165,0.235,fraction
Gq_7F2O,Gq,Gq/11,TM6-TM7,0.02,0.005,0.045,3,0.005,0.045,0.01,fraction
Gq_7F2O,Gq,Gq/11,TM7-TM1,0.368,0.1,0.765,3,0.24,0.1,0.765,fraction
Gq_7F6G,Gq,Gq/11,TM1-TM2,0.127,0.03,0.27,3,0.08,0.03,0.27,fraction
Gq_7F6G,Gq,Gq/11,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_7F6G,Gq,Gq/11,TM3-TM4,0.335,0.24,0.4,3,0.4,0.365,0.24,fraction
Gq_7F6G,Gq,Gq/11,TM4-TM5,0.217,0.13,0.325,3,0.195,0.325,0.13,fraction
Gq_7F6G,Gq,Gq/11,TM5-TM6,0.09,0.075,0.115,3,0.075,0.08,0.115,fraction
Gq_7F6G,Gq,Gq/11,TM6-TM7,0.15,0.115,0.215,3,0.12,0.215,0.115,fraction
Gq_7F6G,Gq,Gq/11,TM7-TM1,0.473,0.39,0.525,3,0.39,0.525,0.505,fraction
Gq_7F8W,Gq,Gq/11,TM1-TM2,0.412,0.36,0.485,3,0.485,0.39,0.36,fraction
Gq_7F8W,Gq,Gq/11,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_7F8W,Gq,Gq/11,TM3-TM4,0.585,0.515,0.715,3,0.525,0.715,0.515,fraction
Gq_7F8W,Gq,Gq/11,TM4-TM5,0.337,0.33,0.35,3,0.33,0.33,0.35,fraction
Gq_7F8W,Gq,Gq/11,TM5-TM6,0.037,0.03,0.05,3,0.03,0.05,0.03,fraction
Gq_7F8W,Gq,Gq/11,TM6-TM7,0.097,0.02,0.245,3,0.025,0.02,0.245,fraction
Gq_7F8W,Gq,Gq/11,TM7-TM1,0.52,0.395,0.735,3,0.735,0.395,0.43,fraction
Gq_7P00,Gq,Gq/11,TM1-TM2,0.568,0.435,0.705,3,0.435,0.565,0.705,fraction
Gq_7P00,Gq,Gq/11,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_7P00,Gq,Gq/11,TM3-TM4,0.137,0.08,0.175,3,0.155,0.08,0.175,fraction
Gq_7P00,Gq,Gq/11,TM4-TM5,0.057,0.04,0.085,3,0.045,0.04,0.085,fraction
Gq_7P00,Gq,Gq/11,TM5-TM6,0.285,0.2,0.36,3,0.36,0.295,0.2,fraction
Gq_7P00,Gq,Gq/11,TM6-TM7,0.042,0.025,0.06,3,0.06,0.025,0.04,fraction
Gq_7P00,Gq,Gq/11,TM7-TM1,0.46,0.33,0.545,3,0.505,0.545,0.33,fraction
Gq_7RAN,Gq,Gq/11,TM1-TM2,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_7RAN,Gq,Gq/11,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_7RAN,Gq,Gq/11,TM3-TM4,0.569,0.491,0.629,3,0.587,0.629,0.491,fraction
Gq_7RAN,Gq,Gq/11,TM4-TM5,0.19,0.0,0.46,3,0.46,0.0,0.109,fraction
Gq_7RAN,Gq,Gq/11,TM5-TM6,0.011,0.0,0.032,3,0.032,0.0,0.0,fraction
Gq_7RAN,Gq,Gq/11,TM6-TM7,0.005,0.0,0.016,3,0.0,0.016,0.0,fraction
Gq_7RAN,Gq,Gq/11,TM7-TM1,0.832,0.794,0.903,3,0.794,0.903,0.8,fraction
Gq_7S8L,Gq,Gq/11,TM1-TM2,0.142,0.0,0.245,3,0.0,0.245,0.18,fraction
Gq_7S8L,Gq,Gq/11,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_7S8L,Gq,Gq/11,TM3-TM4,0.172,0.065,0.235,3,0.235,0.065,0.215,fraction
Gq_7S8L,Gq,Gq/11,TM4-TM5,0.17,0.095,0.31,3,0.31,0.105,0.095,fraction
Gq_7S8L,Gq,Gq/11,TM5-TM6,0.442,0.355,0.535,3,0.535,0.355,0.435,fraction
Gq_7S8L,Gq,Gq/11,TM6-TM7,0.143,0.01,0.39,3,0.03,0.01,0.39,fraction
Gq_7S8L,Gq,Gq/11,TM7-TM1,0.538,0.24,0.695,3,0.24,0.695,0.68,fraction
Gq_7S8P,Gq,Gq/11,TM1-TM2,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_7S8P,Gq,Gq/11,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_7S8P,Gq,Gq/11,TM3-TM4,0.07,0.005,0.17,3,0.035,0.005,0.17,fraction
Gq_7S8P,Gq,Gq/11,TM4-TM5,0.283,0.255,0.3,3,0.295,0.255,0.3,fraction
Gq_7S8P,Gq,Gq/11,TM5-TM6,0.4,0.25,0.53,3,0.53,0.25,0.42,fraction
Gq_7S8P,Gq,Gq/11,TM6-TM7,0.123,0.075,0.18,3,0.18,0.075,0.115,fraction
Gq_7S8P,Gq,Gq/11,TM7-TM1,0.257,0.22,0.325,3,0.325,0.22,0.225,fraction
Gq_7SR8,Gq,Gq/11,TM1-TM2,0.305,0.275,0.335,3,0.275,0.305,0.335,fraction
Gq_7SR8,Gq,Gq/11,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_7SR8,Gq,Gq/11,TM3-TM4,0.632,0.575,0.685,3,0.635,0.685,0.575,fraction
Gq_7SR8,Gq,Gq/11,TM4-TM5,0.145,0.14,0.15,3,0.145,0.15,0.14,fraction
Gq_7SR8,Gq,Gq/11,TM5-TM6,0.002,0.0,0.005,3,0.0,0.0,0.005,fraction
Gq_7SR8,Gq,Gq/11,TM6-TM7,0.032,0.0,0.095,3,0.095,0.0,0.0,fraction
Gq_7SR8,Gq,Gq/11,TM7-TM1,0.402,0.31,0.5,3,0.5,0.31,0.395,fraction
Gq_7SRR,Gq,Gq/11,TM1-TM2,0.005,0.0,0.015,3,0.015,0.0,0.0,fraction
Gq_7SRR,Gq,Gq/11,TM2-TM3,0.002,0.0,0.005,3,0.005,0.0,0.0,fraction
Gq_7SRR,Gq,Gq/11,TM3-TM4,0.13,0.11,0.165,3,0.165,0.11,0.115,fraction
Gq_7SRR,Gq,Gq/11,TM4-TM5,0.005,0.0,0.01,3,0.0,0.01,0.005,fraction
Gq_7SRR,Gq,Gq/11,TM5-TM6,0.002,0.0,0.005,3,0.0,0.0,0.005,fraction
Gq_7SRR,Gq,Gq/11,TM6-TM7,0.09,0.0,0.235,3,0.0,0.235,0.035,fraction
Gq_7SRR,Gq,Gq/11,TM7-TM1,0.587,0.43,0.74,3,0.59,0.43,0.74,fraction
Gq_7TRY,Gq,Gq/11,TM1-TM2,0.172,0.04,0.4,3,0.075,0.04,0.4,fraction
Gq_7TRY,Gq,Gq/11,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_7TRY,Gq,Gq/11,TM3-TM4,0.662,0.365,0.88,3,0.88,0.365,0.74,fraction
Gq_7TRY,Gq,Gq/11,TM4-TM5,0.132,0.02,0.19,3,0.19,0.02,0.185,fraction
Gq_7TRY,Gq,Gq/11,TM5-TM6,0.117,0.015,0.27,3,0.27,0.065,0.015,fraction
Gq_7TRY,Gq,Gq/11,TM6-TM7,0.192,0.05,0.44,3,0.085,0.44,0.05,fraction
Gq_7TRY,Gq,Gq/11,TM7-TM1,0.073,0.0,0.2,3,0.2,0.0,0.02,fraction
Gq_7W3Z,Gq,Gq/11,TM1-TM2,0.452,0.3,0.645,3,0.41,0.3,0.645,fraction
Gq_7W3Z,Gq,Gq/11,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_7W3Z,Gq,Gq/11,TM3-TM4,0.533,0.465,0.625,3,0.465,0.625,0.51,fraction
Gq_7W3Z,Gq,Gq/11,TM4-TM5,0.288,0.205,0.34,3,0.32,0.205,0.34,fraction
Gq_7W3Z,Gq,Gq/11,TM5-TM6,0.053,0.02,0.085,3,0.055,0.02,0.085,fraction
Gq_7W3Z,Gq,Gq/11,TM6-TM7,0.273,0.155,0.425,3,0.155,0.425,0.24,fraction
Gq_7W3Z,Gq,Gq/11,TM7-TM1,0.288,0.255,0.335,3,0.255,0.275,0.335,fraction
Gq_7W53,Gq,Gq/11,TM1-TM2,0.268,0.115,0.49,3,0.49,0.115,0.2,fraction
Gq_7W53,Gq,Gq/11,TM2-TM3,0.002,0.0,0.005,3,0.0,0.005,0.0,fraction
Gq_7W53,Gq,Gq/11,TM3-TM4,0.583,0.57,0.61,3,0.61,0.57,0.57,fraction
Gq_7W53,Gq,Gq/11,TM4-TM5,0.392,0.225,0.615,3,0.335,0.225,0.615,fraction
Gq_7W53,Gq,Gq/11,TM5-TM6,0.073,0.02,0.165,3,0.02,0.035,0.165,fraction
Gq_7W53,Gq,Gq/11,TM6-TM7,0.002,0.0,0.005,3,0.0,0.0,0.005,fraction
Gq_7W53,Gq,Gq/11,TM7-TM1,0.505,0.44,0.545,3,0.44,0.545,0.53,fraction
Gq_7W55,Gq,Gq/11,TM1-TM2,0.5,0.44,0.575,3,0.44,0.575,0.485,fraction
Gq_7W55,Gq,Gq/11,TM2-TM3,0.018,0.0,0.03,3,0.025,0.03,0.0,fraction
